0,0,0,0,0,0,0,0
0.06598586,0.38,0.154142406,0.15738374,0.102820818,0.112184886,0.105470988,0.114395336
0.097800471,0.49,0.231278567,0.235932909,0.152898219,0.168782791,0.154920622,0.170250706
0.11076198,0.55,0.261798738,0.267047755,0.175757692,0.192727295,0.177525445,0.190015838
