8.768078192,0.208268351,,,12.68464906,0.202252209,12.30510649,0.212552045,12.69877136,0.203705394,12.32058739,0.213475985
8.928084146,0.21210837,,,12.91343031,0.206017163,12.52626225,0.216501998,12.92755261,0.207420382,12.54174315,0.217360994
9.088090099,0.2159484,,,13.13938709,0.209782111,12.74741801,0.220451992,13.15633385,0.211140376,12.76289891,0.221251015
9.248096053,0.219783443,,,13.36816834,0.213537062,12.96857377,0.224391966,13.3851151,0.214850381,12.98405467,0.225131027
9.408102007,0.223618488,,,13.59412512,0.217292017,13.18751797,0.228321937,13.61107188,0.218560363,13.20299887,0.229011045
9.568107961,0.227448529,,,13.82008191,0.221036972,13.40646217,0.232251915,13.83985313,0.222270354,13.42415463,0.232876059
9.726873558,0.231278567,,,14.04886315,0.224781938,13.62540637,0.236166912,14.06580991,0.225975334,13.64309883,0.236746071
9.886879512,0.235108588,,,14.27481994,0.228526905,13.84435058,0.240081865,14.2917667,0.229680319,13.86204304,0.240606078
10.04564511,0.238928631,,,14.50077673,0.232261856,14.06329478,0.243991819,14.51772349,0.23337031,14.08098724,0.244461081
10.20441071,0.242748646,,,14.72390905,0.235991828,14.28223898,0.247886768,14.74368027,0.237055318,14.29993144,0.248311094
10.36441666,0.246563669,,,14.94986584,0.239716785,14.49897163,0.25176171,14.96963706,0.240745308,14.51666409,0.252156109
10.5219419,0.250378704,,,15.17582262,0.243441741,14.71570427,0.255626631,15.19276938,0.244420309,14.73339673,0.255986127
10.6807075,0.254188722,,,15.39895495,0.247161716,14.93243692,0.2594716,15.41872617,0.248105307,14.95234093,0.259816151
10.8394731,0.257993726,,,15.62208728,0.250871696,15.14916956,0.263321546,15.64185849,0.251780309,15.16907358,0.263641165
10.99823869,0.261798738,,,15.84804406,0.254576662,15.3659022,0.267161491,15.86781528,0.255455296,15.38359467,0.267456195
11.15576394,0.265598749,,,16.07117639,0.258286647,15.58263485,0.271001447,16.09094761,0.259125289,15.60032731,0.271266224
11.31328918,0.269398756,,,16.29430871,0.261986609,15.79715594,0.2748414,16.31407993,0.262795279,15.8148484,0.275071243
11.47205477,0.273193758,,,16.51461658,0.265681582,16.01167702,0.278671332,16.53721226,0.266460273,16.03158104,0.278871259
11.62958002,0.276983756,,,16.73774891,0.269381567,16.22619811,0.282496269,16.76034458,0.270115271,16.24610213,0.282671274
11.78710526,0.280773749,,,16.96088123,0.273071533,16.4407192,0.286321234,16.98065245,0.273770271,16.46062322,0.286471283
11.94339014,0.28455874,,,17.1811891,0.276766523,16.65524029,0.290131193,17.20378478,0.277410276,16.67293275,0.290251296
12.10091538,0.288348727,,,17.40149696,0.28046648,16.86976137,0.293946159,17.42409264,0.281045289,16.88745383,0.294036298
12.25844062,0.292123712,,,17.62462929,0.284171445,17.0820709,0.297826109,17.64440051,0.284680285,17.09976336,0.297811291
12.41472551,0.295908697,,,17.84493716,0.287871411,17.29438043,0.301636087,17.86753283,0.288305295,17.31428445,0.301581272
12.57101039,0.29967868,,,18.06524502,0.29156139,17.50890152,0.305456043,18.0878407,0.291935291,17.52659398,0.305341271
12.72729528,0.303453661,,,18.28555289,0.295256351,17.72121105,0.309275998,18.30532411,0.295560296,17.73890351,0.30909626
12.88358016,0.307223638,,,18.50586075,0.298941312,17.93130902,0.313085969,18.52563197,0.299185308,17.94900148,0.312846241
13.03986505,0.310988611,,,18.72334416,0.302626266,18.14361855,0.316890939,18.74593984,0.302805313,18.16131101,0.316586243
13.19614993,0.314753583,,,18.94365203,0.306306217,18.35371652,0.320690908,18.96342325,0.306420316,18.37140898,0.320326241
13.35243482,0.318513552,,,19.16113543,0.309986168,18.56602605,0.324485893,19.18373111,0.310025315,18.58371851,0.324056234
13.50747935,0.322273519,,,19.37861884,0.313656144,18.77612402,0.328280854,19.40121452,0.31363031,18.79381648,0.327776219
13.66376423,0.326023482,,,19.59892671,0.317331117,18.986222,0.332065825,19.61869792,0.317235308,19.00391446,0.331491224
13.81880876,0.329778444,,,19.81641011,0.32099609,19.19631997,0.33584578,19.83618133,0.320830314,19.21401243,0.335201216
13.97385329,0.333523405,,,20.03106906,0.324656056,19.40420638,0.339625739,20.05366474,0.324425309,19.42189884,0.338911202
14.12889782,0.337268367,,,20.24855246,0.32831604,19.61430435,0.343395723,20.27114814,0.328010319,19.63199682,0.342606201
14.28394235,0.341013341,,,20.46603587,0.331970996,19.82219077,0.347160675,20.48863155,0.331595324,19.83988323,0.346301206
